School DBN,School Name,Date,Total Present,Total Absent
31R003,P.S. 003 THE MARGARET GIOIOSA SCHOOL,1/20/2012,936,40
31R003,P.S. 003 THE MARGARET GIOIOSA SCHOOL,1/23/2012,917,59
31R003,P.S. 003 THE MARGARET GIOIOSA SCHOOL,1/24/2012,944,32
31R003,P.S. 003 THE MARGARET GIOIOSA SCHOOL,1/25/2012,938,38
31R003,P.S. 003 THE MARGARET GIOIOSA SCHOOL,1/26/2012,936,40
31R003,P.S. 003 THE MARGARET GIOIOSA SCHOOL,1/27/2012,888,48
31R003,P.S. 003 THE MARGARET GIOIOSA SCHOOL,1/30/2012,910,66
31R003,P.S. 003 THE MARGARET GIOIOSA SCHOOL,1/31/2012,933,44
31R004,P.S. 004 MAURICE WOLLIN,1/3/2012,745,42
31R004,P.S. 004 MAURICE WOLLIN,1/4/2012,752,38
31R004,P.S. 004 MAURICE WOLLIN,1/5/2012,744,46
31R004,P.S. 004 MAURICE WOLLIN,1/6/2012,748,42
31R004,P.S. 004 MAURICE WOLLIN,1/9/2012,740,50
31R004,P.S. 004 MAURICE WOLLIN,1/10/2012,742,48
31R004,P.S. 004 MAURICE WOLLIN,1/11/2012,743,47
31R004,P.S. 004 MAURICE WOLLIN,1/12/2012,726,64
31R004,P.S. 004 MAURICE WOLLIN,1/13/2012,718,72
31R004,P.S. 004 MAURICE WOLLIN,1/17/2012,748,42
31R004,P.S. 004 MAURICE WOLLIN,1/18/2012,763,24
31R004,P.S. 004 MAURICE WOLLIN,1/19/2012,765,22
31R004,P.S. 004 MAURICE WOLLIN,1/20/2012,766,21
31R004,P.S. 004 MAURICE WOLLIN,1/23/2012,750,37
31R004,P.S. 004 MAURICE WOLLIN,1/24/2012,758,29
31R004,P.S. 004 MAURICE WOLLIN,1/25/2012,761,26
31R004,P.S. 004 MAURICE WOLLIN,1/26/2012,747,40
31R004,P.S. 004 MAURICE WOLLIN,1/27/2012,710,41
31R004,P.S. 004 MAURICE WOLLIN,1/30/2012,722,67
31R004,P.S. 004 MAURICE WOLLIN,1/31/2012,753,36
31R005,P.S. 005 HUGUENOT,1/3/2012,198,12
31R005,P.S. 005 HUGUENOT,1/4/2012,201,9
31R005,P.S. 005 HUGUENOT,1/5/2012,199,11
31R005,P.S. 005 HUGUENOT,1/6/2012,201,9
31R005,P.S. 005 HUGUENOT,1/9/2012,205,5
31R005,P.S. 005 HUGUENOT,1/10/2012,201,9
31R005,P.S. 005 HUGUENOT,1/11/2012,203,7
31R005,P.S. 005 HUGUENOT,1/12/2012,199,11
31R005,P.S. 005 HUGUENOT,1/13/2012,199,11
31R005,P.S. 005 HUGUENOT,1/17/2012,200,11
31R005,P.S. 005 HUGUENOT,1/18/2012,199,12
31R005,P.S. 005 HUGUENOT,1/19/2012,199,12
31R005,P.S. 005 HUGUENOT,1/20/2012,199,12
31R005,P.S. 005 HUGUENOT,1/23/2012,194,17
31R005,P.S. 005 HUGUENOT,1/24/2012,201,10
31R005,P.S. 005 HUGUENOT,1/25/2012,203,8
31R005,P.S. 005 HUGUENOT,1/26/2012,202,9
31R005,P.S. 005 HUGUENOT,1/27/2012,198,13
31R005,P.S. 005 HUGUENOT,1/30/2012,203,8
31R005,P.S. 005 HUGUENOT,1/31/2012,206,5
31R006,P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL,1/3/2012,766,43
31R006,P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL,1/4/2012,761,48
31R006,P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL,1/5/2012,765,44
31R006,P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL,1/6/2012,755,54
31R006,P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL,1/9/2012,750,59
31R006,P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL,1/10/2012,768,41
31R006,P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL,1/11/2012,757,52
31R006,P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL,1/12/2012,740,69
31R006,P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL,1/13/2012,766,43
31R006,P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL,1/17/2012,748,61
31R006,P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL,1/18/2012,760,49
31R006,P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL,1/19/2012,770,39
31R006,P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL,1/20/2012,759,50
31R006,P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL,1/23/2012,767,42
31R006,P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL,1/24/2012,759,50
31R006,P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL,1/25/2012,766,43
31R006,P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL,1/26/2012,777,32
31R006,P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL,1/27/2012,730,45
31R006,P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL,1/30/2012,761,47
31R006,P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL,1/31/2012,785,23
31R007,I.S. 007 ELIAS BERNSTEIN,1/3/2012,1136,57
31R007,I.S. 007 ELIAS BERNSTEIN,1/4/2012,1141,52
31R007,I.S. 007 ELIAS BERNSTEIN,1/5/2012,1115,78
31R007,I.S. 007 ELIAS BERNSTEIN,1/6/2012,1123,70
31R007,I.S. 007 ELIAS BERNSTEIN,1/9/2012,1128,65
31R007,I.S. 007 ELIAS BERNSTEIN,1/10/2012,1139,53
31R007,I.S. 007 ELIAS BERNSTEIN,1/11/2012,1154,38
31R007,I.S. 007 ELIAS BERNSTEIN,1/12/2012,1128,63
31R007,I.S. 007 ELIAS BERNSTEIN,1/13/2012,1143,48
31R007,I.S. 007 ELIAS BERNSTEIN,1/17/2012,1133,58
31R007,I.S. 007 ELIAS BERNSTEIN,1/18/2012,1140,51
31R007,I.S. 007 ELIAS BERNSTEIN,1/19/2012,1143,48
31R007,I.S. 007 ELIAS BERNSTEIN,1/20/2012,1122,69
31R007,I.S. 007 ELIAS BERNSTEIN,1/23/2012,1103,88
31R007,I.S. 007 ELIAS BERNSTEIN,1/24/2012,1124,67
31R007,I.S. 007 ELIAS BERNSTEIN,1/25/2012,1130,59
31R007,I.S. 007 ELIAS BERNSTEIN,1/26/2012,1129,59
31R007,I.S. 007 ELIAS BERNSTEIN,1/27/2012,1110,77
31R007,I.S. 007 ELIAS BERNSTEIN,1/30/2012,1119,68
31R007,I.S. 007 ELIAS BERNSTEIN,1/31/2012,1133,54
31R008,P.S. 8 SHIRLEE SOLOMON,1/3/2012,418,31
31R008,P.S. 8 SHIRLEE SOLOMON,1/4/2012,427,22
31R008,P.S. 8 SHIRLEE SOLOMON,1/5/2012,424,25
31R008,P.S. 8 SHIRLEE SOLOMON,1/6/2012,418,31
31R008,P.S. 8 SHIRLEE SOLOMON,1/9/2012,425,24
31R008,P.S. 8 SHIRLEE SOLOMON,1/10/2012,428,21
31R008,P.S. 8 SHIRLEE SOLOMON,1/11/2012,427,22
31R008,P.S. 8 SHIRLEE SOLOMON,1/12/2012,421,28
31R008,P.S. 8 SHIRLEE SOLOMON,1/13/2012,423,26
31R008,P.S. 8 SHIRLEE SOLOMON,1/17/2012,408,41
31R008,P.S. 8 SHIRLEE SOLOMON,1/18/2012,427,24
31R008,P.S. 8 SHIRLEE SOLOMON,1/19/2012,430,21
31R008,P.S. 8 SHIRLEE SOLOMON,1/20/2012,428,24
31R008,P.S. 8 SHIRLEE SOLOMON,1/23/2012,426,27
31R008,P.S. 8 SHIRLEE SOLOMON,1/24/2012,433,20
31R008,P.S. 8 SHIRLEE SOLOMON,1/25/2012,439,14
31R008,P.S. 8 SHIRLEE SOLOMON,1/26/2012,433,22
31R008,P.S. 8 SHIRLEE SOLOMON,1/27/2012,401,23
31R008,P.S. 8 SHIRLEE SOLOMON,1/30/2012,427,28
31R008,P.S. 8 SHIRLEE SOLOMON,1/31/2012,426,28
31R011,P.S. 11 THOMAS DONGAN SCHOOL,1/3/2012,290,11
31R011,P.S. 11 THOMAS DONGAN SCHOOL,1/4/2012,286,13
31R011,P.S. 11 THOMAS DONGAN SCHOOL,1/5/2012,281,18
31R011,P.S. 11 THOMAS DONGAN SCHOOL,1/6/2012,291,8
31R011,P.S. 11 THOMAS DONGAN SCHOOL,1/9/2012,286,14
31R011,P.S. 11 THOMAS DONGAN SCHOOL,1/10/2012,288,13
31R011,P.S. 11 THOMAS DONGAN SCHOOL,1/11/2012,289,13
31R011,P.S. 11 THOMAS DONGAN SCHOOL,1/12/2012,291,13
31R011,P.S. 11 THOMAS DONGAN SCHOOL,1/13/2012,293,10
31R011,P.S. 11 THOMAS DONGAN SCHOOL,1/17/2012,289,14
31R011,P.S. 11 THOMAS DONGAN SCHOOL,1/18/2012,290,12
31R011,P.S. 11 THOMAS DONGAN SCHOOL,1/19/2012,279,22
31R011,P.S. 11 THOMAS DONGAN SCHOOL,1/20/2012,281,20
31R011,P.S. 11 THOMAS DONGAN SCHOOL,1/23/2012,292,10
31R011,P.S. 11 THOMAS DONGAN SCHOOL,1/24/2012,295,7
31R011,P.S. 11 THOMAS DONGAN SCHOOL,1/26/2012,287,14
31R011,P.S. 11 THOMAS DONGAN SCHOOL,1/27/2012,265,18
31R011,P.S. 11 THOMAS DONGAN SCHOOL,1/30/2012,279,22
31R011,P.S. 11 THOMAS DONGAN SCHOOL,1/31/2012,286,15
31R013,P.S. 013 M. L. LINDEMEYER,1/3/2012,739,43
31R013,P.S. 013 M. L. LINDEMEYER,1/4/2012,757,26
31R013,P.S. 013 M. L. LINDEMEYER,1/5/2012,743,40
31R013,P.S. 013 M. L. LINDEMEYER,1/6/2012,741,42
31R013,P.S. 013 M. L. LINDEMEYER,1/9/2012,751,33
31R013,P.S. 013 M. L. LINDEMEYER,1/10/2012,748,37
31R013,P.S. 013 M. L. LINDEMEYER,1/11/2012,745,40
31R013,P.S. 013 M. L. LINDEMEYER,1/12/2012,742,43
31R013,P.S. 013 M. L. LINDEMEYER,1/13/2012,742,44
31R013,P.S. 013 M. L. LINDEMEYER,1/17/2012,744,42
31R013,P.S. 013 M. L. LINDEMEYER,1/18/2012,752,32
31R013,P.S. 013 M. L. LINDEMEYER,1/19/2012,749,35
31R013,P.S. 013 M. L. LINDEMEYER,1/20/2012,759,25
31R013,P.S. 013 M. L. LINDEMEYER,1/23/2012,714,70
31R013,P.S. 013 M. L. LINDEMEYER,1/24/2012,745,39
31R013,P.S. 013 M. L. LINDEMEYER,1/25/2012,750,34
31R013,P.S. 013 M. L. LINDEMEYER,1/26/2012,745,39
31R013,P.S. 013 M. L. LINDEMEYER,1/27/2012,703,44
31R013,P.S. 013 M. L. LINDEMEYER,1/30/2012,739,45
31R013,P.S. 013 M. L. LINDEMEYER,1/31/2012,742,42
31R014,P.S. 014 CORNELIUS VANDERBILT,1/3/2012,582,91
31R014,P.S. 014 CORNELIUS VANDERBILT,1/4/2012,582,90
31R014,P.S. 014 CORNELIUS VANDERBILT,1/5/2012,586,86
31R014,P.S. 014 CORNELIUS VANDERBILT,1/6/2012,567,105
31R014,P.S. 014 CORNELIUS VANDERBILT,1/9/2012,599,69
31R014,P.S. 014 CORNELIUS VANDERBILT,1/10/2012,598,68
31R014,P.S. 014 CORNELIUS VANDERBILT,1/11/2012,616,53
31R014,P.S. 014 CORNELIUS VANDERBILT,1/12/2012,558,109
31R014,P.S. 014 CORNELIUS VANDERBILT,1/13/2012,605,63
31R014,P.S. 014 CORNELIUS VANDERBILT,1/17/2012,598,70
31R014,P.S. 014 CORNELIUS VANDERBILT,1/18/2012,602,63
31R014,P.S. 014 CORNELIUS VANDERBILT,1/19/2012,616,49
31R014,P.S. 014 CORNELIUS VANDERBILT,1/20/2012,595,70
31R014,P.S. 014 CORNELIUS VANDERBILT,1/23/2012,592,74
31R014,P.S. 014 CORNELIUS VANDERBILT,1/24/2012,615,50
31R014,P.S. 014 CORNELIUS VANDERBILT,1/25/2012,600,64
31R014,P.S. 014 CORNELIUS VANDERBILT,1/26/2012,601,63
31R014,P.S. 014 CORNELIUS VANDERBILT,1/27/2012,572,75
31R014,P.S. 014 CORNELIUS VANDERBILT,1/30/2012,600,65
31R014,P.S. 014 CORNELIUS VANDERBILT,1/31/2012,600,66
31R016,P.S. 016 JOHN J. DRISCOLL,1/3/2012,756,98
31R016,P.S. 016 JOHN J. DRISCOLL,1/4/2012,767,87
31R016,P.S. 016 JOHN J. DRISCOLL,1/5/2012,784,70
31R016,P.S. 016 JOHN J. DRISCOLL,1/6/2012,782,73
31R016,P.S. 016 JOHN J. DRISCOLL,1/9/2012,783,72
31R016,P.S. 016 JOHN J. DRISCOLL,1/10/2012,791,62
31R016,P.S. 016 JOHN J. DRISCOLL,1/11/2012,795,58
31R016,P.S. 016 JOHN J. DRISCOLL,1/12/2012,746,106
31R016,P.S. 016 JOHN J. DRISCOLL,1/13/2012,782,71
31R016,P.S. 016 JOHN J. DRISCOLL,1/17/2012,787,66
31R016,P.S. 016 JOHN J. DRISCOLL,1/18/2012,799,53
31R016,P.S. 016 JOHN J. DRISCOLL,1/19/2012,801,50
31R016,P.S. 016 JOHN J. DRISCOLL,1/20/2012,798,54
31R016,P.S. 016 JOHN J. DRISCOLL,1/23/2012,775,75
31R016,P.S. 016 JOHN J. DRISCOLL,1/24/2012,785,64
31R016,P.S. 016 JOHN J. DRISCOLL,1/25/2012,800,52
31R016,P.S. 016 JOHN J. DRISCOLL,1/26/2012,804,49
31R016,P.S. 016 JOHN J. DRISCOLL,1/27/2012,732,89
31R016,P.S. 016 JOHN J. DRISCOLL,1/30/2012,799,57
31R016,P.S. 016 JOHN J. DRISCOLL,1/31/2012,811,45
31R018,P.S. 018 JOHN G. WHITTIER,1/3/2012,540,86
31R018,P.S. 018 JOHN G. WHITTIER,1/4/2012,563,66
31R018,P.S. 018 JOHN G. WHITTIER,1/5/2012,564,64
31R018,P.S. 018 JOHN G. WHITTIER,1/6/2012,553,74
31R018,P.S. 018 JOHN G. WHITTIER,1/9/2012,566,61
31R018,P.S. 018 JOHN G. WHITTIER,1/10/2012,566,60
31R018,P.S. 018 JOHN G. WHITTIER,1/11/2012,584,42
31R018,P.S. 018 JOHN G. WHITTIER,1/12/2012,546,81
31R018,P.S. 018 JOHN G. WHITTIER,1/13/2012,579,48
31R018,P.S. 018 JOHN G. WHITTIER,1/17/2012,576,49
31R018,P.S. 018 JOHN G. WHITTIER,1/18/2012,578,46
31R018,P.S. 018 JOHN G. WHITTIER,1/19/2012,572,53
31R018,P.S. 018 JOHN G. WHITTIER,1/20/2012,564,61
31R018,P.S. 018 JOHN G. WHITTIER,1/23/2012,570,56
31R018,P.S. 018 JOHN G. WHITTIER,1/24/2012,575,50
31R018,P.S. 018 JOHN G. WHITTIER,1/25/2012,583,42
31R018,P.S. 018 JOHN G. WHITTIER,1/26/2012,495,129
31R018,P.S. 018 JOHN G. WHITTIER,1/27/2012,526,44
31R018,P.S. 018 JOHN G. WHITTIER,1/30/2012,581,45
31R018,P.S. 018 JOHN G. WHITTIER,1/31/2012,581,45
31R019,P.S. 019 THE CURTIS SCHOOL,1/3/2012,566,58
31R019,P.S. 019 THE CURTIS SCHOOL,1/4/2012,586,38
31R019,P.S. 019 THE CURTIS SCHOOL,1/5/2012,600,25
31R019,P.S. 019 THE CURTIS SCHOOL,1/6/2012,586,39
31R019,P.S. 019 THE CURTIS SCHOOL,1/9/2012,580,46
31R019,P.S. 019 THE CURTIS SCHOOL,1/10/2012,596,30
31R019,P.S. 019 THE CURTIS SCHOOL,1/11/2012,585,41
31R019,P.S. 019 THE CURTIS SCHOOL,1/12/2012,568,58
31R019,P.S. 019 THE CURTIS SCHOOL,1/13/2012,589,37
31R019,P.S. 019 THE CURTIS SCHOOL,1/17/2012,592,35
31R019,P.S. 019 THE CURTIS SCHOOL,1/18/2012,609,19
31R019,P.S. 019 THE CURTIS SCHOOL,1/19/2012,604,25
31R019,P.S. 019 THE CURTIS SCHOOL,1/20/2012,601,28
31R019,P.S. 019 THE CURTIS SCHOOL,1/23/2012,592,37
31R019,P.S. 019 THE CURTIS SCHOOL,1/24/2012,593,36
31R019,P.S. 019 THE CURTIS SCHOOL,1/25/2012,596,33
31R019,P.S. 019 THE CURTIS SCHOOL,1/26/2012,604,25
31R019,P.S. 019 THE CURTIS SCHOOL,1/27/2012,553,44
31R019,P.S. 019 THE CURTIS SCHOOL,1/30/2012,594,35
31R019,P.S. 019 THE CURTIS SCHOOL,1/31/2012,597,31
31R020,P.S. 020 PORT RICHMOND,1/3/2012,471,36
31R020,P.S. 020 PORT RICHMOND,1/4/2012,487,21
31R020,P.S. 020 PORT RICHMOND,1/5/2012,489,19
31R020,P.S. 020 PORT RICHMOND,1/6/2012,487,21
31R020,P.S. 020 PORT RICHMOND,1/9/2012,490,16
31R020,P.S. 020 PORT RICHMOND,1/10/2012,491,15
31R020,P.S. 020 PORT RICHMOND,1/11/2012,487,19
31R020,P.S. 020 PORT RICHMOND,1/12/2012,460,46
31R020,P.S. 020 PORT RICHMOND,1/13/2012,482,25
31R020,P.S. 020 PORT RICHMOND,1/17/2012,482,30
31R020,P.S. 020 PORT RICHMOND,1/18/2012,478,34
31R020,P.S. 020 PORT RICHMOND,1/19/2012,481,31
31R020,P.S. 020 PORT RICHMOND,1/20/2012,480,32
31R020,P.S. 020 PORT RICHMOND,1/23/2012,467,44
31R020,P.S. 020 PORT RICHMOND,1/24/2012,486,27
31R020,P.S. 020 PORT RICHMOND,1/25/2012,472,40
31R020,P.S. 020 PORT RICHMOND,1/26/2012,475,39
31R020,P.S. 020 PORT RICHMOND,1/27/2012,456,58
31R020,P.S. 020 PORT RICHMOND,1/30/2012,474,38
31R020,P.S. 020 PORT RICHMOND,1/31/2012,481,31
31R021,P.S. 21 MARGARET EMERY ELM PARK,1/3/2012,422,40
31R021,P.S. 21 MARGARET EMERY ELM PARK,1/4/2012,428,33
31R021,P.S. 21 MARGARET EMERY ELM PARK,1/5/2012,424,36
31R021,P.S. 21 MARGARET EMERY ELM PARK,1/6/2012,430,30
31R021,P.S. 21 MARGARET EMERY ELM PARK,1/9/2012,425,35
31R021,P.S. 21 MARGARET EMERY ELM PARK,1/10/2012,419,41
31R021,P.S. 21 MARGARET EMERY ELM PARK,1/11/2012,433,27
31R021,P.S. 21 MARGARET EMERY ELM PARK,1/12/2012,385,75
31R021,P.S. 21 MARGARET EMERY ELM PARK,1/13/2012,413,47
31R021,P.S. 21 MARGARET EMERY ELM PARK,1/17/2012,433,27
31R021,P.S. 21 MARGARET EMERY ELM PARK,1/18/2012,429,30
31R021,P.S. 21 MARGARET EMERY ELM PARK,1/19/2012,422,37
31R021,P.S. 21 MARGARET EMERY ELM PARK,1/20/2012,420,39
31R021,P.S. 21 MARGARET EMERY ELM PARK,1/23/2012,426,32
31R021,P.S. 21 MARGARET EMERY ELM PARK,1/24/2012,418,38
31R021,P.S. 21 MARGARET EMERY ELM PARK,1/25/2012,420,36
31R021,P.S. 21 MARGARET EMERY ELM PARK,1/26/2012,423,33
31R021,P.S. 21 MARGARET EMERY ELM PARK,1/27/2012,398,59
31R021,P.S. 21 MARGARET EMERY ELM PARK,1/30/2012,418,39
31R021,P.S. 21 MARGARET EMERY ELM PARK,1/31/2012,421,35
31R022,P.S. 022 GRANITEVILLE,1/3/2012,981,97
31R022,P.S. 022 GRANITEVILLE,1/4/2012,991,88
31R022,P.S. 022 GRANITEVILLE,1/5/2012,1015,64
31R022,P.S. 022 GRANITEVILLE,1/6/2012,992,87
31R022,P.S. 022 GRANITEVILLE,1/9/2012,1000,76
31R022,P.S. 022 GRANITEVILLE,1/10/2012,1007,68
31R022,P.S. 022 GRANITEVILLE,1/11/2012,1015,61
31R022,P.S. 022 GRANITEVILLE,1/12/2012,996,78
31R022,P.S. 022 GRANITEVILLE,1/13/2012,1018,55
31R022,P.S. 022 GRANITEVILLE,1/17/2012,1007,70
31R022,P.S. 022 GRANITEVILLE,1/18/2012,1022,56
31R022,P.S. 022 GRANITEVILLE,1/19/2012,1009,69
31R022,P.S. 022 GRANITEVILLE,1/20/2012,1008,70
31R022,P.S. 022 GRANITEVILLE,1/23/2012,1009,67
31R022,P.S. 022 GRANITEVILLE,1/24/2012,1018,59
31R022,P.S. 022 GRANITEVILLE,1/25/2012,1019,58
31R022,P.S. 022 GRANITEVILLE,1/26/2012,1014,63
31R022,P.S. 022 GRANITEVILLE,1/27/2012,959,82
31R022,P.S. 022 GRANITEVILLE,1/30/2012,980,98
31R022,P.S. 022 GRANITEVILLE,1/31/2012,1009,69
31R023,P.S. 023 RICHMONDTOWN,1/3/2012,496,30
31R023,P.S. 023 RICHMONDTOWN,1/4/2012,493,33
31R023,P.S. 023 RICHMONDTOWN,1/5/2012,492,34
31R023,P.S. 023 RICHMONDTOWN,1/6/2012,493,33
31R023,P.S. 023 RICHMONDTOWN,1/9/2012,489,36
31R023,P.S. 023 RICHMONDTOWN,1/10/2012,499,26
31R023,P.S. 023 RICHMONDTOWN,1/11/2012,497,28
31R023,P.S. 023 RICHMONDTOWN,1/12/2012,496,29
31R023,P.S. 023 RICHMONDTOWN,1/13/2012,493,32
31R023,P.S. 023 RICHMONDTOWN,1/17/2012,493,32
31R023,P.S. 023 RICHMONDTOWN,1/18/2012,496,29
31R023,P.S. 023 RICHMONDTOWN,1/19/2012,504,20
31R023,P.S. 023 RICHMONDTOWN,1/20/2012,509,15
31R023,P.S. 023 RICHMONDTOWN,1/23/2012,492,32
31R023,P.S. 023 RICHMONDTOWN,1/24/2012,496,28
31R023,P.S. 023 RICHMONDTOWN,1/25/2012,496,28
31R023,P.S. 023 RICHMONDTOWN,1/26/2012,491,33
31R023,P.S. 023 RICHMONDTOWN,1/27/2012,465,30
31R023,P.S. 023 RICHMONDTOWN,1/30/2012,491,33
31R023,P.S. 023 RICHMONDTOWN,1/31/2012,503,21
31R024,I.S. 024 MYRA S. BARNES,1/3/2012,1331,81
31R024,I.S. 024 MYRA S. BARNES,1/4/2012,1316,96
31R024,I.S. 024 MYRA S. BARNES,1/5/2012,1315,97
31R024,I.S. 024 MYRA S. BARNES,1/6/2012,1322,89
31R024,I.S. 024 MYRA S. BARNES,1/9/2012,1326,86
31R024,I.S. 024 MYRA S. BARNES,1/10/2012,1339,74
31R024,I.S. 024 MYRA S. BARNES,1/11/2012,1343,70
31R024,I.S. 024 MYRA S. BARNES,1/12/2012,1304,110
31R024,I.S. 024 MYRA S. BARNES,1/13/2012,1312,102
31R024,I.S. 024 MYRA S. BARNES,1/17/2012,1332,82
31R024,I.S. 024 MYRA S. BARNES,1/18/2012,1347,67
31R024,I.S. 024 MYRA S. BARNES,1/19/2012,1352,62
31R024,I.S. 024 MYRA S. BARNES,1/20/2012,1342,72
31R024,I.S. 024 MYRA S. BARNES,1/23/2012,1305,106
31R024,I.S. 024 MYRA S. BARNES,1/24/2012,1330,81
31R024,I.S. 024 MYRA S. BARNES,1/25/2012,1339,72
31R024,I.S. 024 MYRA S. BARNES,1/26/2012,1326,85
31R024,I.S. 024 MYRA S. BARNES,1/27/2012,1308,103
31R024,I.S. 024 MYRA S. BARNES,1/30/2012,1322,92
31R024,I.S. 024 MYRA S. BARNES,1/31/2012,1347,67
31R026,P.S. 026 THE CARTERET SCHOOL,1/3/2012,144,9
31R026,P.S. 026 THE CARTERET SCHOOL,1/4/2012,147,6
31R026,P.S. 026 THE CARTERET SCHOOL,1/5/2012,149,4
31R026,P.S. 026 THE CARTERET SCHOOL,1/6/2012,143,10
31R026,P.S. 026 THE CARTERET SCHOOL,1/9/2012,144,9
31R026,P.S. 026 THE CARTERET SCHOOL,1/10/2012,145,8
31R026,P.S. 026 THE CARTERET SCHOOL,1/11/2012,147,6
31R026,P.S. 026 THE CARTERET SCHOOL,1/12/2012,146,7
31R026,P.S. 026 THE CARTERET SCHOOL,1/13/2012,142,11
31R026,P.S. 026 THE CARTERET SCHOOL,1/17/2012,142,10
31R026,P.S. 026 THE CARTERET SCHOOL,1/18/2012,144,8
31R026,P.S. 026 THE CARTERET SCHOOL,1/19/2012,145,7
31R026,P.S. 026 THE CARTERET SCHOOL,1/20/2012,146,6
31R026,P.S. 026 THE CARTERET SCHOOL,1/23/2012,143,9
31R026,P.S. 026 THE CARTERET SCHOOL,1/24/2012,146,6
31R026,P.S. 026 THE CARTERET SCHOOL,1/25/2012,147,5
31R026,P.S. 026 THE CARTERET SCHOOL,1/26/2012,147,5
31R026,P.S. 026 THE CARTERET SCHOOL,1/27/2012,147,5
31R026,P.S. 026 THE CARTERET SCHOOL,1/30/2012,146,6
31R026,P.S. 026 THE CARTERET SCHOOL,1/31/2012,140,13
31R027,I.S. 027 ANNING S. PRALL,1/3/2012,963,95
31R027,I.S. 027 ANNING S. PRALL,1/4/2012,968,92
31R027,I.S. 027 ANNING S. PRALL,1/5/2012,971,90
31R027,I.S. 027 ANNING S. PRALL,1/6/2012,981,82
31R027,I.S. 027 ANNING S. PRALL,1/9/2012,987,76
31R027,I.S. 027 ANNING S. PRALL,1/10/2012,990,74
31R027,I.S. 027 ANNING S. PRALL,1/11/2012,1004,63
31R027,I.S. 027 ANNING S. PRALL,1/12/2012,978,89
31R027,I.S. 027 ANNING S. PRALL,1/13/2012,979,87
31R027,I.S. 027 ANNING S. PRALL,1/17/2012,987,81
31R027,I.S. 027 ANNING S. PRALL,1/18/2012,1006,62
31R027,I.S. 027 ANNING S. PRALL,1/19/2012,995,75
31R027,I.S. 027 ANNING S. PRALL,1/20/2012,992,78
31R027,I.S. 027 ANNING S. PRALL,1/23/2012,973,98
31R027,I.S. 027 ANNING S. PRALL,1/24/2012,998,73
31R027,I.S. 027 ANNING S. PRALL,1/25/2012,1005,68
31R027,I.S. 027 ANNING S. PRALL,1/26/2012,1007,67
31R027,I.S. 027 ANNING S. PRALL,1/27/2012,961,113
31R027,I.S. 027 ANNING S. PRALL,1/30/2012,986,88
31R027,I.S. 027 ANNING S. PRALL,1/31/2012,1008,67
31R029,P.S. 029 BARDWELL,1/3/2012,738,27
31R029,P.S. 029 BARDWELL,1/4/2012,747,18
31R029,P.S. 029 BARDWELL,1/5/2012,741,24
31R029,P.S. 029 BARDWELL,1/6/2012,733,32
31R029,P.S. 029 BARDWELL,1/9/2012,720,44
31R029,P.S. 029 BARDWELL,1/10/2012,727,37
31R029,P.S. 029 BARDWELL,1/11/2012,738,26
31R029,P.S. 029 BARDWELL,1/12/2012,719,45
31R029,P.S. 029 BARDWELL,1/13/2012,728,36
31R029,P.S. 029 BARDWELL,1/17/2012,722,42
31R029,P.S. 029 BARDWELL,1/18/2012,732,31
31R029,P.S. 029 BARDWELL,1/19/2012,732,32
31R029,P.S. 029 BARDWELL,1/20/2012,729,35
31R029,P.S. 029 BARDWELL,1/23/2012,721,42
31R029,P.S. 029 BARDWELL,1/24/2012,722,41
31R029,P.S. 029 BARDWELL,1/25/2012,726,38
31R029,P.S. 029 BARDWELL,1/26/2012,719,43
31R029,P.S. 029 BARDWELL,1/27/2012,706,37
31R029,P.S. 029 BARDWELL,1/30/2012,718,44
31R029,P.S. 029 BARDWELL,1/31/2012,726,36
31R030,P.S. 030 WESTERLEIGH,1/3/2012,781,44
31R030,P.S. 030 WESTERLEIGH,1/4/2012,780,45
31R030,P.S. 030 WESTERLEIGH,1/5/2012,794,33
31R030,P.S. 030 WESTERLEIGH,1/6/2012,787,40
31R030,P.S. 030 WESTERLEIGH,1/9/2012,788,39
31R030,P.S. 030 WESTERLEIGH,1/10/2012,783,44
